"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"2355",217096,"Barry Zito","2355","100.00","0.318","0.173","0.350","0.491","0.379","null","null","173","544","null","null","null","79.5","null","184","1029","1307","null","null","null","null","null","null","null","null","null"
"2351",572070,"Garrett Richards","2351","100.00","0.269","0.109","0.308","0.377","0.305","null","null","151","562","null","null","null","92.1","null","229","1057","1263","null","null","null","null","null","null","null","null","null"
"2343",477003,"Jonathon Niese","2343","100.00","0.281","0.117","0.330","0.398","0.326","null","null","158","563","null","null","null","87.0","null","190","1086","1242","null","null","null","null","null","null","null","null","null"
"2302",434628,"Jason Hammel","2302","100.00","0.284","0.182","0.306","0.466","0.351","null","null","155","545","null","null","null","89.4","null","195","1062","1220","null","null","null","null","null","null","null","null","null"
"2292",502083,"Zach McAllister","2292","100.00","0.257","0.155","0.295","0.413","0.325","null","null","134","521","null","null","null","89.1","null","178","996","1277","null","null","null","null","null","null","null","null","null"
"2290",446372,"Corey Kluber","2290","100.00","0.271","0.142","0.333","0.413","0.318","null","null","153","564","null","null","null","90.8","null","260","1035","1241","null","null","null","null","null","null","null","null","null"
"2269",518420,"Dylan Axelrod","2269","100.00","0.318","0.200","0.332","0.519","0.383","null","null","170","534","null","null","null","83.9","null","183","988","1249","null","null","null","null","null","null","null","null","null"
"2258",469134,"Esmil Rogers","2258","100.00","0.279","0.182","0.304","0.461","0.347","null","null","152","544","null","null","null","90.7","null","180","969","1274","null","null","null","null","null","null","null","null","null"
"2256",543408,"Tom Koehler","2256","100.00","0.261","0.160","0.291","0.421","0.330","null","null","140","537","null","null","null","88.8","null","183","1010","1220","null","null","null","null","null","null","null","null","null"
"2221",502171,"Alex Cobb","2221","100.00","0.228","0.125","0.280","0.353","0.286","null","null","120","527","null","null","null","87.1","null","219","986","1215","null","null","null","null","null","null","null","null","null"
"2221",430599,"Joe Blanton","2221","100.00","0.317","0.229","0.347","0.547","0.386","null","null","180","567","null","null","null","86.1","null","230","1048","1149","null","null","null","null","null","null","null","null","null"
"2206",539438,"Scott Diamond","2206","100.00","0.306","0.197","0.305","0.503","0.365","null","null","163","533","null","null","null","86.7","null","138","995","1185","null","null","null","null","null","null","null","null","null"
"2202",433579,"John Danks","2202","100.00","0.277","0.209","0.283","0.485","0.341","null","null","151","546","null","null","null","85.1","null","214","1070","1121","null","null","null","null","null","null","null","null","null"
"2193",612672,"Wei-Yin Chen","2193","100.00","0.272","0.168","0.306","0.440","0.329","null","null","142","523","null","null","null","88.4","null","203","1053","1128","null","null","null","null","null","null","null","null","null"
"2140",458550,"Jeremy Hefner","2140","100.00","0.260","0.181","0.286","0.442","0.326","null","null","132","507","null","null","null","87.6","null","193","992","1113","null","null","null","null","null","null","null","null","null"
"2103",502042,"Chris Archer","2103","100.00","0.226","0.142","0.254","0.368","0.291","null","null","107","473","null","null","null","91.6","null","205","956","1124","null","null","null","null","null","null","null","null","null"
"2093",467100,"Ivan Nova","2093","100.00","0.258","0.090","0.314","0.348","0.305","null","null","135","523","null","null","null","88.8","null","207","907","1153","null","null","null","null","null","null","null","null","null"
"2009",435221,"Brandon McCarthy","2009","100.00","0.296","0.136","0.325","0.432","0.329","null","null","161","544","null","null","null","88.6","null","129","1000","983","null","null","null","null","null","null","null","null","null"
"2006",218596,"Tim Hudson","2006","100.00","0.245","0.118","0.285","0.363","0.291","null","null","120","490","null","null","null","86.6","null","196","933","1047","null","null","null","null","null","null","null","null","null"
"1995",462136,"Marco Estrada","1995","100.00","0.229","0.166","0.264","0.395","0.290","null","null","109","476","null","null","null","84.9","null","234","930","1049","null","null","null","null","null","null","null","null","null"
"1985",453646,"Carlos Villanueva","1985","100.00","0.248","0.168","0.289","0.416","0.313","null","null","117","471","null","null","null","83.4","null","219","886","1075","null","null","null","null","null","null","null","null","null"
"1981",475115,"Tyson Ross","1981","100.00","0.225","0.101","0.285","0.326","0.281","null","null","100","445","null","null","null","91.5","null","230","897","1053","null","null","null","null","null","null","null","null","null"
"1967",523260,"Joe Kelly","1967","100.00","0.259","0.109","0.291","0.367","0.309","null","null","124","479","null","null","null","91.3","null","144","876","1054","null","null","null","null","null","null","null","null","null"
"1962",136600,"Bruce Chen","1962","100.00","0.237","0.144","0.257","0.381","0.295","null","null","107","452","null","null","null","81.6","null","161","920","1017","null","null","null","null","null","null","null","null","null"
"1913",150302,"Jason Marquis","1913","100.00","0.257","0.169","0.267","0.426","0.341","null","null","111","432","null","null","null","84.4","null","147","743","1151","null","null","null","null","null","null","null","null","null"
"1862",150414,"Jake Westbrook","1862","100.00","0.293","0.109","0.309","0.401","0.341","null","null","132","451","null","null","null","87.5","null","116","805","1022","null","null","null","null","null","null","null","null","null"
"1858",527048,"Martin Perez","1858","100.00","0.267","0.140","0.294","0.407","0.319","null","null","129","484","null","null","null","89.7","null","194","866","981","null","null","null","null","null","null","null","null","null"
"1855",545363,"Jacob Turner","1855","100.00","0.262","0.140","0.292","0.402","0.325","null","null","116","443","null","null","null","89.0","null","167","834","987","null","null","null","null","null","null","null","null","null"
"1816",571561,"Tony Cingrani","1816","100.00","0.196","0.172","0.245","0.368","0.283","null","null","72","367","null","null","null","90.2","null","201","799","1005","null","null","null","null","null","null","null","null","null"
"1811",517414,"Randall Delgado","1811","100.00","0.264","0.230","0.270","0.494","0.334","null","null","116","439","null","null","null","88.7","null","173","839","954","null","null","null","null","null","null","null","null","null"
"1782",543022,"Tyler Chatwood","1782","100.00","0.278","0.089","0.316","0.367","0.318","null","null","118","425","null","null","null","90.3","null","134","780","979","null","null","null","null","null","null","null","null","null"
"1748",285064,"Ryan Vogelsong","1748","100.00","0.299","0.178","0.323","0.477","0.362","null","null","124","415","null","null","null","85.6","null","113","739","990","null","null","null","null","null","null","null","null","null"
"1743",465679,"Samuel Deduno","1743","100.00","0.259","0.116","0.293","0.375","0.317","null","null","105","405","null","null","null","87.6","null","142","725","1004","null","null","null","null","null","null","null","null","null"
"1730",554430,"Zack Wheeler","1730","100.00","0.243","0.127","0.282","0.369","0.308","null","null","90","371","null","null","null","91.8","null","166","769","947","null","null","null","null","null","null","null","null","null"
"1727",543037,"Gerrit Cole","1727","100.00","0.253","0.084","0.313","0.336","0.283","null","null","109","431","null","null","null","93.4","null","175","814","895","null","null","null","null","null","null","null","null","null"
"1723",457918,"J.A. Happ","1723","100.00","0.250","0.151","0.289","0.401","0.324","null","null","91","364","null","null","null","88.6","null","153","777","942","null","null","null","null","null","null","null","null","null"
"1715",450203,"Charlie Morton","1715","100.00","0.261","0.083","0.311","0.344","0.306","null","null","113","433","null","null","null","89.6","null","150","759","918","null","null","null","null","null","null","null","null","null"
"1711",468396,"Alexi Ogando","1711","100.00","0.231","0.135","0.256","0.366","0.302","null","null","87","377","null","null","null","88.8","null","153","763","937","null","null","null","null","null","null","null","null","null"
"1699",425626,"Chris Capuano","1699","100.00","0.295","0.156","0.340","0.450","0.335","null","null","125","424","null","null","null","84.4","null","177","766","910","null","null","null","null","null","null","null","null","null"
"1696",543135,"Nathan Eovaldi","1696","100.00","0.249","0.114","0.292","0.363","0.300","null","null","100","402","null","null","null","93.0","null","147","779","894","null","null","null","null","null","null","null","null","null"
"1674",543643,"Jonathan Pettibone","1674","100.00","0.284","0.143","0.322","0.427","0.338","null","null","109","384","null","null","null","88.6","null","113","728","922","null","null","null","null","null","null","null","null","null"
"1642",518748,"Justin Grimm","1642","100.00","0.300","0.190","0.338","0.490","0.363","null","null","120","400","null","null","null","87.2","null","135","707","925","null","null","null","null","null","null","null","null","null"
"1629",453329,"Clay Buchholz","1629","100.00","0.199","0.077","0.255","0.277","0.249","null","null","75","376","null","null","null","87.9","null","165","704","918","null","null","null","null","null","null","null","null","null"
"1576",434669,"Luis Mendoza","1576","100.00","0.289","0.166","0.313","0.455","0.357","null","null","106","367","null","null","null","89.3","null","124","723","842","null","null","null","null","null","null","null","null","null"
"1555",518567,"Josh Collmenter","1555","100.00","0.232","0.114","0.286","0.346","0.286","null","null","79","341","null","null","null","84.8","null","182","753","763","null","null","null","null","null","null","null","null","null"
"1552",429985,"Chad Gaudin","1552","100.00","0.227","0.109","0.281","0.336","0.286","null","null","81","357","null","null","null","88.0","null","149","681","852","null","null","null","null","null","null","null","null","null"
"1541",543506,"Brandon Maurer","1541","100.00","0.311","0.205","0.348","0.516","0.380","null","null","114","366","null","null","null","88.7","null","162","665","866","null","null","null","null","null","null","null","null","null"
"1537",519344,"Nick Tepesch","1537","100.00","0.272","0.155","0.310","0.427","0.330","null","null","100","368","null","null","null","87.4","null","144","717","799","null","null","null","null","null","null","null","null","null"
